id,abstract,apc_list.value,apc_paid.value,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,citation_normalized_percentile.value,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.host_organization,primary_location.source.host_organization_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W4360620075,"Digital forces and digital global connection weaken traditional ownership, location and internalization (OLI) advantages and intensify new OLI advantages (open resources, linkages and integration). However, by building on the resource-orchestration theory, we raise the question of how digitalization (utilization and orchestration of digital resources) and internationalization (firm-level outward internationalization and country-level inward internationalization) affect firm performance. We introduce the degree of outward internationalization and home-country inward foreign direct investment (FDI) inflows as moderators in achieving firm performance as a result of digitalization. Using a panel dataset of 571 U.S. manufacturing firms, we find a curvilinear relationship between digitalization and performance. The top quartile of digitalization efforts is rewarded by significant profitability. Moreover, high levels of outward internationalization and high net-FDI inflows increase the performance gains attributable to high levels of digitalization. Overall, the resource-orchestration theory complements new OLI advantages in explaining firm performance in the digital world.",3920,3920,Krishna Raj Bhandari|Peter Zámborský|Mikko Ranta|Jari Salo,https://openalex.org/A5022839424|https://openalex.org/A5042412556|https://openalex.org/A5028293974|https://openalex.org/A5049194925,https://orcid.org/0000-0003-4064-1905|https://orcid.org/0000-0002-4388-3187|https://orcid.org/0000-0002-9096-1635|https://orcid.org/0000-0002-4661-2307,FI|NZ|FI|FI,University of Helsinki|University of Auckland|University of Vaasa|University of Helsinki,https://openalex.org/I133731052|https://openalex.org/I154130895|https://openalex.org/I79765343|https://openalex.org/I133731052,True|False|False|False,cc-by,0.99798123,122,https://openalex.org/I133731052,"Digitalization, internationalization, and firm performance: A resource-orchestration perspective on new OLI advantages",https://doi.org/10.1016/j.ibusrev.2023.102135,,32.4292,,False,en,True,hybrid,International Business Review,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S23343376,0969-5931,journal,International Business and FDI,2023-03-23,2023,article
https://openalex.org/W3150955031,,3670,,Tak Yan Leung|Piyush Sharma,https://openalex.org/A5088866354|https://openalex.org/A5100679053,https://orcid.org/0000-0001-6676-5493|https://orcid.org/0000-0002-6953-3652,HK|AU,Hong Kong Metropolitan University|Curtin University,https://openalex.org/I8679417|https://openalex.org/I205640436,False|True,cc-by-nc-nd,0.99484208,170,https://openalex.org/I205640436,Differences in the impact of R&amp;D intensity and R&amp;D internationalization on firm performance – Mediating role of innovation performance,https://doi.org/10.1016/j.jbusres.2021.03.060,,21.3787,,False,en,True,green,Journal of Business Research,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S93284759,0148-2963,journal,International Business and FDI,2021-04-06,2021,article
https://openalex.org/W2134757147,"Alliance research has traditionally focused on structural and relational aspects of the networks in which firms are situated, paying less attention to the inherent characteristics of their partners. This study introduces the notion of alliance portfolio internationalization (API), which refers to the degree of foreignness of partners in a firm's collection of immediate alliance relationships. We develop a framework to explain how API impacts firm performance. We suggest that as a firm's API increases, financial performance is expected to initially decline, then improve, and finally decline again. This sigmoid relationship between API and financial performance is ascribed to evolving learning effects that shape the net benefits of API. When the firm's alliance portfolio, on average, consists of proximate foreign partners, the firm may fail to recognize latent national differences, but at moderate levels of API, its absorptive capacity and specialized collaborative routines support the exchange of valuable network resources. Nevertheless, high levels of API undermine firm performance because of the failure of collaborative routines and mounting liabilities of cross-national differences. We test the framework using data on the alliance portfolios of U.S.-based software firms from 1990 to 2001. The results provide support for the sigmoid relationship as well as for our predictions that firms, which have gained experience with foreign partners and maintained wholly owned subsidiaries in their partners' countries of origin, can overcome some of the liabilities of API and better leverage its benefits.",,,Dovev Lavie|Stewart R. Miller,https://openalex.org/A5080669513|https://openalex.org/A5005475487,https://orcid.org/0000-0001-6683-1067|https://orcid.org/0000-0001-9814-8393,IL|IT|US,Technion – Israel Institute of Technology|Bocconi University|The University of Texas at San Antonio,https://openalex.org/I174306211|https://openalex.org/I71209653|https://openalex.org/I45438204,True|False,,0.97925178,64,https://openalex.org/I174306211|https://openalex.org/I71209653,Alliance Portfolio Internationalization and Firm Performance,https://doi.org/10.1287/orsc.1070.0341,,11.4566,,False,en,True,green,Organization Science,https://openalex.org/P4310315699,Institute for Operations Research and the Management Sciences,https://openalex.org/S206124708,1047-7039,journal,Innovation and Knowledge Management,2008-03-12,2008,article
https://openalex.org/W2497589701,"The purpose of this study is to investigate the relationship between internationalization and firm performance and to determine the moderating role of product diversity on this relationship. This study utilizes secondary financial data of 180 Indian manufacturing firms obtained from CMIE PROWESS and pertains to a period of five years. Correlation analysis has been used to make an initial investigation of whether the variables present certain problems of multicollinearity. Pooled Cross-Section/Time-Series regression analysis has been used to test the aforementioned relationships. Results of this study confirm a U-shape relationship between internationalization and firm performance and a significant negative effect of product diversity on firm performance. In addition, results indicate that product diversity strengthens the relationship between internationalization and performance.",,,Nufazil Altaf|Farooq Shah,https://openalex.org/A5013747566|https://openalex.org/A5075950384,https://orcid.org/0000-0001-6563-9188|https://orcid.org/0009-0003-8705-2910,IN|IN,Central University of Kashmir|Central University of Kashmir,https://openalex.org/I76202665|https://openalex.org/I76202665,True|False,cc-by-nc-nd,0.95119696,33,https://openalex.org/I76202665,Internationalization and firm performance of Indian firms: Does product diversity matter?,https://doi.org/10.1016/j.psrb.2016.05.002,,4.8505,,False,en,True,hybrid,Pacific Science Review B Humanities and Social Sciences,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S4210240319,2405-8831,journal,International Business and FDI,2015-07-01,2015,article
https://openalex.org/W1945439607,"The ongoing internationalization of markets has become a major issue also for companies of the agribusiness. Nevertheless, neither the degree of internationalization of agribusiness firms nor the internationalization-performance relationship in the agribusiness sector have been analyzed thoroughly so far. To help fill this void, we use panel data compiled from annual reports and balance sheets to investigate the internationalization as well as the internationalization-performance relationship of 21 leading European cooperatives in the dairy and meat sectors. Our results indicate that internationalization has a significant positive impact on firm performance.",,,Matthias Heyder|Christian Makus|Ludwig Theuvsen,https://openalex.org/A5017976535|https://openalex.org/A5073479247|https://openalex.org/A5089033739,||,DE|DE|DE,University of Göttingen|University of Göttingen|University of Göttingen,https://openalex.org/I74656192|https://openalex.org/I74656192|https://openalex.org/I74656192,True|False|False,cc-by-nc-nd,0.94550902,32,https://openalex.org/I74656192,Internationalization and Firm Performance in Agribusiness: Empirical Evidence from European Cooperatives,https://doi.org/10.18461/ijfsd.v2i1.216,,4.8932,,False,en,True,diamond,International journal on food system dynamics,https://openalex.org/P4310313651,CentMa (Germany),https://openalex.org/S2765053287,1869-6945,journal,Family Business Performance and Succession,2011-03-27,2011,article
https://openalex.org/W3181832469,"The authors investigate how strategic resource decisions—regarding slack resources and strategic marketing ambidexterity—influence the relationship between internationalization and firm performance of emerging-market firms. Drawing on the resource-based view, the authors synthesize two dominant, yet divergent, perspectives that explain the respective resource slack advantages and liabilities in the internationalization literature: the flexible capacity and the efficient capacity perspectives. They also explore the moderating role of strategic marketing ambidexterity, which comprises a bundle of marketing activities covering both exploitation-dominant actions and exploration-dominant actions. The authors empirically examine the hypothesized relationships with data from a sample of 1,683 firm-year observations for the period between 2005 and 2018 and find that distinct forms of resource slack have contrasting effects on the relationship between internationalization and performance. The results provide strong evidence for a positive moderation effect of unabsorbed slack resources and a negative moderation effect of absorbed slack resources on the internationalization–performance relationship. The authors also find a nonsignificant moderating effect of strategic marketing ambidexterity, demonstrating that internationalization results in higher firm performance regardless of the firm’s exploration-dominant or exploitation-dominant strategic emphasis in emerging economies.",,,Nilay Bıçakcıoğlu‐Peynirci|Robert E. Morgan,https://openalex.org/A5050534784|https://openalex.org/A5064559127,https://orcid.org/0000-0002-7705-3827|https://orcid.org/0000-0001-8981-3144,|DK,|Copenhagen Business School,|https://openalex.org/I180519160,True|False,other-oa,0.94287989,29,,Unbundling the Effects of Internationalization on Firm Performance in Emerging Economies: The Moderating Effects of Strategic Resource Decisions,https://doi.org/10.1177/1069031x211030686,,4.3544,,False,en,True,green,Journal of International Marketing,https://openalex.org/P4310320017,SAGE Publishing,https://openalex.org/S119908498,1069-031X,journal,International Business and FDI,2021-07-07,2021,article
https://openalex.org/W2164362302,"The research in this dissertation concerns the impact of internationalization of business activities on several dimensions of firm performance. We show that the productivity ranking by trade status of Dutch manufacturing firms in increasing order of productivity is: non-traders, importers, exporters and two-way traders. We find considerable heterogeneity in the productivity premia of trade along the firm size distribution. We find significant importer productivity premia for all firm size classes, but a clear pattern in the magnitude of the premia by size group does not emerge. Exporter premia tend to decrease in firm size. The results point in the direction of self-selection of more productive manufacturing firms into importing, particularly for firms that did not trade altogether prior to the import start and for build-up periods of two and three years towards the import start. We do not find evidence that firms become more productive after an import start because of learning effects. We show that both the geographic component (what country is the import from) and the intensity component (what type of good is imported) are factors affecting the diffusion of efficiency gains embodied in imported goods. We show that increasing distance and decreasing levels of development of the origin economy negatively affect the diffusion of efficiency gains embodied in imported goods. Similarly, these gains are larger for technology intensive goods and smaller for unskilled-labor intensive goods. A diversified import portfolio is always positively associated with firm-level productivity. These findings imply that the use of the country of origin of imports as a proxy for the factor intensity, as is frequently done in the literature, is too general. From two existing theoretical models regarding firm heterogeneity and trade we derive the hypothesis that profit rates of exporters are lower than or equal to those of non-exporters. We take this hypothesis to the data and show that internationalization of firm activities is not heavily correlated with profit rates. We find largely insignificant or significantly negative trade premia of small magnitude. The negative trade premia seem to be related mainly to exporting rather than to importing and particularly to micro- and small firms. Our findings also consistently show that productivity is an important indicator for firm-level profitability. We do find some evidence suggesting that export starters in manufacturing sectors materialize higher profit margins in the longer run. We also investigate the export performance of firms participating in an export promotion program specifically designed to support small businesses in the early stages of their export involvement. Utilizing propensity score matching techniques, we show that exports generated by participants do generally rise in the years after program entry, however, export growth does not outpace that of comparable, but unsupported firms. There is some evidence suggesting that export shares in sales rise faster among program entrants, particularly in the first and second year after participation. Furthermore, we present evidence suggesting that the probability of becoming a permanent exporter is higher for participants relative to beginning exporters that did not receive support from the program.",,,Marcel van den Berg,https://openalex.org/A5034311975,https://orcid.org/0000-0002-6172-9589,,,,True,other-oa,,14,,Does internationalization foster firm performance,,,,,False,en,True,green,Data Archiving and Networked Services (DANS),https://openalex.org/I1322597698,Royal Netherlands Academy of Arts and Sciences,https://openalex.org/S4306401843,,repository,Global trade and economics,2014-10-31,2014,dissertation
https://openalex.org/W2184223916,"In the context of internationalization, we study the impact of a firm’s breadth and depth on its performance using quantile regression. Quantile regression allows us to study the effects of internationalization on performance at various quantiles of conditional performance distribution. Our results suggest that breadth (measured by the number of foreign countries where a firm has direct investments) has positive effects on firm performance (measured by Tobin’s Q) and depth (measured by the number of foreign investment sites in top two countries divided by total number of foreign investment sites) is negatively correlated with firm performance. The quantile regression analysis also shows that the impacts of breadth and depth are heterogeneous across levels of performance. The implication is that, for firms with high performances, their performances are sensitive to internationalization activities; however, for firms with low performances, the stock market barely recognizes their attempts to internationalize.",,,"Tan Lee|K.C. Chan|Yeh, JH|Rami Hin‐yeung Chan",https://openalex.org/A5001795601|https://openalex.org/A5063430721||https://openalex.org/A5011352202,https://orcid.org/0000-0002-7089-3436|https://orcid.org/0000-0002-6173-5532||https://orcid.org/0000-0003-4543-7532,|||,,,True|False|False|False,cc-by,0.93465309,14,,The Impact of Internationalization on Firm Performance: A Quantile Regression Analysis,,,3.0562,,False,en,True,green,ResearchSpace (University of Auckland),https://openalex.org/I154130895,University of Auckland,https://openalex.org/S7407055463,,repository,International Business and FDI,2010-01-01,2010,article
https://openalex.org/W2868730044,"The ability to internationalize has become a competitive necessity for many firms, and one important for survival and growth in the era of globalization. At the same time, digitalization is transforming the locus of entrepreneurial opportunities and entrepreneurial practices, thus offering new perspectives on internationalization. Internationalization requires marketing capability as well as market orientation. However, there is a gap in the literature exploring the interplay of digitalization, market orientation and marketing capability in the internationalization process. The objective of the present study is to improve our understanding of (1) the impact of market orientation, marketing capability and digitalization on firm performance among small- and medium-sized enterprises (SMEs) and (2) the differences in this impact between internationalized SMEs and SMEs operating only in domestic markets. The data were gathered from 101 Finnish SMEs in the wood-product industry, and analyzed with AMOS using path analysis. The results show that marketing capability mediates the effect of market orientation on firm performance. For internationalized firms, market orientation and marketing capability are crucial to their success in foreign markets. However, digitalization has no effect on firm performance with internationalized firms. With other firms, the effect is direct and significant.",1400,1400,Sanna Joensuu‐Salo|Kirsti Sorama|Anmari Viljamaa|Elina Varamäki,https://openalex.org/A5073665622|https://openalex.org/A5032760328|https://openalex.org/A5056307433|https://openalex.org/A5026580398,https://orcid.org/0000-0001-7319-8191||https://orcid.org/0000-0002-3107-3021|https://orcid.org/0000-0001-8486-9309,FI|FI|FI|FI,Seinäjoki University of Applied Sciences|Seinäjoki University of Applied Sciences|Seinäjoki University of Applied Sciences|Seinäjoki University of Applied Sciences,https://openalex.org/I175164238|https://openalex.org/I175164238|https://openalex.org/I175164238|https://openalex.org/I175164238,True|False|False|False,cc-by,0.98856403,148,https://openalex.org/I175164238,"Firm Performance among Internationalized SMEs: The Interplay of Market Orientation, Marketing Capability and Digitalization",https://doi.org/10.3390/admsci8030031,,15.6371,,False,en,True,gold,Administrative Sciences,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,https://openalex.org/S2738355984,2076-3387,journal,International Business and FDI,2018-07-05,2018,article
https://openalex.org/W2107270054,"Previous studies provided mixed results on the impact of internationalization on firm performance. We argue that internationalization can be classified into two geographic dimensions: Country and regional diversification. This paper examines the configuration effect of country and regional diversification on firm performance. Using longitudinal data containing firm-level operation information during 2002-2005, the empirical investigation indicates that an inverted U-shaped relationship exists between regional diversification and performance. The study also finds that regional diversification has a moderating effect on the relationship between country diversification and firm performance. The results indicate that geographic configurations affect performance. For a lower level of regional diversification, a lower level of country diversification results in enhanced performance.	 	Key words: Internationalization, geographic configuration, country diversification, regional diversification.",,,Wei-Hwa Pan|Wei-Chun Tsai|T.Y. Kuo,https://openalex.org/A5056379208|https://openalex.org/A5089121947|https://openalex.org/A5111631322,||,||,,,True|False|False,,0.89687589,8,,Internationalization and firm performance: Exploring the moderating effects of regional diversification,https://doi.org/10.5897/ajbm.9000363,,1.5296,,False,en,True,green,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,https://openalex.org/P4310321074,Academic Journals,https://openalex.org/S180126918,1993-8233,journal,International Business and FDI,2010-12-18,2010,article
